	cdi_youngster	hiv_noguerajulian	hiv_lozupone	t1d_alkanani	edd_singh	asd_son	crc_zeller	liv_zhang	ibd_papa	ob_zhu	crc_baxter	cdi_schubert	par_scheperjans	crc_wang	ibd_gevers	nash_zhu	cdi_vincent	ob_ross	asd_kang	art_scher	crc_chen	ob_goodrich	hiv_dinh	noncdi_schubert	ibd_morgan	ob_zupancic	ob_turnbaugh	t1d_mejialeon	ibd_willing	nash_wong
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XIII;g__Mogibacterium	0.731941613375	0.545744276159	0.0114071874043		0.112598474599		-0.863764945069			0.0292412656952	0.662212112529	0.0196984353815			0.959895732021	0.00211877330881	-0.216952460422	0.784888756169	0.879628444837	-0.472411626797	0.830185524604	0.0285747478655		0.338307047019	0.634095943568		-0.293562790973			
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Defluviitaleaceae;g__Defluviitalea	0.0						-0.636278357878				0.830593552919											-0.148218725094								
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Acetobacterium					-0.18605909295						-0.939515522181								0.713415282118						0.450914904022		0.456248457498			
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Anaerofustis		-0.675546723447					-0.750736090699				-0.857300645473	0.166606139302			0.801636895991							0.615541725289		0.00872667420039						
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium	0.149408977471	0.14755730654	-0.449950778965		-3.23976609676e-07		-0.826377405239			0.138185102468	0.212701433329	-0.014267615944		0.993290877422	-0.00163346666545	0.0563134671981	0.642606874713	0.917992242141	-1.0		0.543223301251	0.854781666921		-0.00331406658698	-0.181773888518		-0.378975976593		0.743403130977	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Pseudoramibacter							0.192328554361				-0.856556436179							0.897173911806			0.813532381146									
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae;g__Gracilibacter							-0.804128767017				-0.203503247246											-0.640504178661								
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Incertae_Sedis_XI;g__Anaerosphaera		-0.895566140417																												
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Incertae_Sedis_XI;g__Clostridium_XII											0.303197748745																			
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Incertae_Sedis_XI;g__Dethiosulfatibacter							-0.793291460329															-0.347439184797								
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Incertae_Sedis_XI;g__Murdochiella				0.531528537207			-0.594189903263			-0.0368710267781						-0.0141908190498	-0.00510507990629					0.932548265727								
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Acetitomaculum											-0.666544940318																			
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes	-0.0238380380696	0.579631189955	-0.037343824503	0.531528537207	-3.59004222322e-09		-0.0220753688402		-0.24239821028	-0.0753018134209	-0.0542576704316	-1.31122520908e-13			0.432374457624	-0.0231118559418	0.459491611938		0.716054564422	0.795242911437		0.973047367516	0.859374732678	-4.66955053281e-15	0.283640999332	-0.967348487294	-0.559100049108	0.267498091314	0.923058363697	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	-0.0691956386582	0.653711264048	-0.208181055548	0.856998816185	-2.06215959992e-14	-0.901020228435	-0.119337347893	0.575232004346	0.928547378559	-0.00979558882398	0.893164791722	0.11582768709	0.912263019086	0.165961029253	-0.199144959877	-0.00893989749843	0.459491611938	-0.324282528006	0.201685094437	-0.472411626797	-0.954176488923	0.0328194551594	0.56245768861	0.0710089331327	0.799460168442	-0.967348487294	0.559100049108	0.854777664009	-0.923058363697	-0.533015049071
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio		-0.0058478413564							-0.24239821028											0.515389331156						-0.967348487294	0.974994960107			
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Cellulosilyticum	0.731941613375						-0.636278357878	0.637587428596							0.809554275097							-0.932548265727								
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium_XlVa	0.49262796154	-0.148008429032	-0.0510559838914	-0.86500180945	0.164186362235	0.901020228435	0.393619089223	0.575232004346	-0.115146930022	0.429617907572	0.630208181019	3.29374157986e-06	-0.839118009089	0.529116099197	-0.528314599467	0.172761621197	0.47026902869	-0.667152967175	0.889378505618	0.678970325048	0.741047554647	0.331289153733	0.56245768861	-1.79718409148e-08	0.283640999332	0.932148346508	0.146304213747	0.552960597612	0.743403130977	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium_XlVb	0.305875686272	0.578785303383	-0.144719033637	0.937395511958	-0.00235183910442	-0.733663543955	0.14128525275	0.608469593403	0.929232472096	0.87319303906	0.456797533942	3.82952176654e-06	1.0		0.432374457624	0.497753058025	-0.136398871289	0.897173911806	-0.141367696311	0.708666375615	0.954176488923	0.0204981275704	0.859374732678	0.00146972061015	0.813189898901		-0.0253274049552	-0.408394431643	0.923058363697	-0.533015049071
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus	-0.0140168218161	0.947683695064	-0.20551717682	0.875732172685	-2.31555732759e-10	-0.901020228435	-0.264158616792	0.235714089666	0.963377270148	-0.120637113108	-0.467668297802	-1.83721391672e-10	0.7444894332		-0.395370509293	-0.0141908190498	-0.219558879266	-0.667152967175		0.854702417956	0.813532381146	-0.973047367516	0.932087542405	-2.29245732432e-16	-0.181773888518	0.967348487294	0.443972791915	0.267498091314	-0.798389304416	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea	-0.0238380380696	-0.291022439473	0.578878176095	0.86500180945	-0.000123132987947	-0.861614211077	-0.191368071957	-0.80433695597	0.828371172859	-0.0698501839219	0.687789299979	-4.47519767621e-14	-0.426662991771	0.985153138749	-0.0777129954117	-0.0563134671981	-0.15498214387	0.784888756169		0.703182099323	0.954176488923	0.055775252413	0.880364302313	-2.19265282566e-16	-0.302643560431	0.967348487294	0.135056709516	-0.439324654694	-0.743403130977	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Hespellia	-0.0199808572784	-0.947683695064	-0.578878176095	0.531528537207			-0.71547419116			-0.87319303906	0.532523663572	0.244880456417			-0.0484110055531	-0.214664402728					-0.813532381146	-0.973047367516		-0.0695411986045						
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Howardella		-0.0058478413564	-0.458011895985		-7.72671160019e-05		-0.799002474677			0.228659063497	0.182230386208	0.124250572931			-0.283208873766	0.0573895882337	-0.341056595453	0.667152967175	-0.713415282118	0.931675568147		-0.719248263656	0.715466477084	-0.150955068456	0.363306671267	-0.635962540416	0.317156453019		-0.674451879986	0.787617263651
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoanaerobaculum	0.731941613375						-0.783621071106				0.0542576704316		0.839118009089		-0.395370509293		-0.459491611938					-0.212960936615					-0.356977571344			
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium						-0.733663543955	0.788332434128				-0.0305200352983		1.0					0.897173911806				-0.055775252413							-0.674451879986	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira		-0.895566140417				-0.901020228435			0.382393138024					-0.000596199207657				0.667152967175		-0.535184831511	-0.543223301251					0.967348487294	0.146304213747			
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospiracea_incertae_sedis	0.506122372378	-0.545744276159	0.701508105378	0.648616110182	-9.59368024188e-13	-0.901020228435	-0.114843650828	-0.226049252904	-0.125378875899	-0.021850018715	-0.532523663572	-4.8581579609e-28	-0.885532886694	-0.0133589867188	-0.826240410391	-0.0222381012421	-0.0501221286744	-0.667152967175	0.713415282118	0.854702417956	-0.815270851521	-0.975495524096	-0.803363997435	-5.26986790421e-22	-0.0292436091678	0.967348487294	0.272603045843	0.603266426868	0.674451879986	-0.861167601296
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lactonifactor							0.750736090699				-0.701570118066	0.586421570575			0.809554275097		0.672383798341					0.119703222865		-0.536238672055	0.793769634041		0.391204272439			
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Marvinbryantia						-0.891655508343					-0.744178968257		-1.0									-0.834285323221					0.683354874303			
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Moryella			0.740259326928				0.587714577079			0.156093757498	0.674756107342				0.695809141331	0.0266522067486	-0.345679957486					0.562603460271							-0.922184504809	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium			-0.731429604286	-0.958366612063	0.174547260474		0.945698784318				0.532523663572				0.6348417777		-0.459491611938			-0.854702417956		0.789890835943				0.967348487294	0.203806908537		-0.948912465007	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Parasporobacterium		-0.895566140417																-0.897173911806				-0.490453588325								
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Pseudobutyrivibrio		0.669164303281	0.233256613422		-0.00906241859468		0.889147239192				-0.532523663572			-0.339579931298				0.667152967175			-0.551231521275	-0.716156757765	0.803363997435		-0.181773888518					
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Robinsoniella	0.731941613375		-0.731135915814				-0.840311928214				0.829981744934	0.00670537649445			0.755936623956							-0.0142166266813		0.732273116573	0.665207576943					
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	-0.263554567803	0.270147301595	-0.578878176095	-0.856998816185	-9.00602239639e-12	-0.901020228435	-0.325884585228	-0.382951659387	0.566737994609	-0.0753018134209	-0.684783894152	-4.06796450584e-17	-0.455798818214	-0.00418830508036	-0.00305167691453	-0.17385436675	0.856868209588	0.917992242141	-0.713415282118	0.703182099323	0.460499199403	0.000523869963275	0.870903872372	-1.05840226364e-18	0.37406538191	0.967348487294	0.00107645552141	-0.867836383615	-0.743403130977	-0.787617263651
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Ruminococcus2	-0.0594457688166	-0.0481453844533	-0.555221319851	0.176239642702	1.74085195045e-05	-0.978724969588	-0.765871108585	0.888105159232	-0.00992064948103	-0.123927459738	0.637344824926	0.0256419738024	-1.0	-0.261495984807	-0.0372640817203	-0.0520205836371	0.295412254687	0.829125985236		-0.703182099323	0.660483227104	0.515287655008	0.803363997435	0.0063869845928	-0.181773888518	0.967348487294	0.58169582688	-0.867836383615	-0.743403130977	-0.533015049071
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Shuttleworthia																	-0.459491611938													
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Syntrophococcus						-0.749570310038	0.216841517444			0.42969537388		-3.50117468546e-05	-0.326346203693			0.0414495578633			-0.713728951437			-0.948335917392	-0.803363997435	-0.000161943860146				0.754217076111		
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae_1;g__Dehalobacter												-0.16259952082					-0.252895751756							-0.169953412265				0.552960597612		
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae_1;g__Peptococcus		-0.0058478413564	0.0125967186728				0.602200705651			0.100048530645	0.262623022483				-0.89942855938	0.00893989749843	-0.5607799313			-0.535184831511		0.331289153733					0.974994960107			
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium_XI	-0.215581620847	-0.316186993933	-0.452021496772	0.937395511958	-5.68353516189e-07	-0.733663543955	-0.602200705651	-0.575232004346	-0.24239821028	-0.138185102468	-0.363272662043	0.000274976317997	-0.839118009089	0.712570261526	0.986596211208	-0.0318026708524	0.47026902869	-0.897173911806	-0.879628444837	-0.889098363684	0.813532381146	0.83717887581		-1.14908801587e-08	-0.742969453431	-0.967348487294	0.333419578161	-0.867836383615	-0.674451879986	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Filifactor			0.578878176095				0.809090682687																							
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus	1.0	0.385958990377	0.0436010735082		0.0455894283404		8.08144145122e-05		-0.963377270148	0.17198783468	6.37996811083e-08	0.0180281047329		0.000596199207657	0.986596211208	0.0563134671981	-0.22286712767				-0.660483227104	0.991284368066		0.245697202464						
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Tepidibacter																						-0.834285323221								
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Acetanaerobacterium	-0.00120677983885	-0.182765294843	0.20551717682	-0.937395511958			0.309383107059		-0.0963826024163	0.791220518715	0.779548592534		0.934993254268		0.0484110055531	0.319736663565		0.667152967175		-0.535184831511	0.476738937614	0.815251767726					-0.443972791915			
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Acetivibrio	0.0	-0.313090008246					0.234894587964			-0.399548234958	-0.856943688291					-0.348045632569						-0.139007561766								
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerofilum		-0.122666855569			-0.00877914471183	0.749570310038	0.594189903263			0.896219132046	0.666544940318	-0.00196606963629	0.123313814925		-0.809554275097	-0.82075661087	0.677689672875	-0.897173911806	0.666852400242			-0.0341453577659	0.803363997435	-0.00267235027028				0.968796191635	0.674451879986	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus	-0.00194075025809	0.802334899166			-0.00110527389266	-0.901020228435	0.0246718300885	-0.940191738101	-0.0796207278887	0.796946884421	0.769391354801				-0.588315517953	0.809566702519		-0.897173911806	-0.713415282118	0.535184831511		-0.974300284004				0.668221592281	-0.783347229967			
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Butyricicoccus	-0.00132322847613	-0.160611699663		0.672473690813	-9.00602239639e-12	-0.749570310038	-0.927164274385		-0.0272715734534	0.770454968016	-0.82776880828	3.38256860264e-07	-0.0510315795902		0.352402720134	-0.396919486603	-0.363450874452	0.667152967175	0.713415282118	-0.543625727549	-0.543223301251	-0.420836420302	0.56245768861	6.74343904103e-08	0.634095943568	0.887959569804	0.498003978963	-0.867836383615	-0.147568625253	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium_III					-4.09630668989e-13		0.387319718758			-0.256080935653	-0.876049866349	-0.0338177561556				-0.0563134671981						0.562603460271	-0.803363997435	-0.0169148851069	-0.112727567011			-0.439324654694		
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium_IV	-0.0376072520156	-0.256585554886	0.458011895985	-0.86500180945	-1.16780612051e-22	-0.901020228435	0.602200705651	-0.575232004346	-8.62520216648e-05	-0.0409088320389	0.503981082666	-3.17117032988e-19	0.912263019086		-0.229076640352	-0.00407329580086	0.378573525658	-0.897173911806	0.860360569863	-0.535184831511	-0.954176488923	-0.0953205793461	0.803363997435	-1.04210232474e-14	-0.0280750772553	0.967348487294	-1.43787728184e-05	0.408394431643	-0.674451879986	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ethanoligenens					-0.000574113799008	0.901020228435	0.602200705651				-0.0819982512881	-2.40177594587e-12	-0.934993254268				-0.284144709536					-0.719248263656	0.803363997435	-2.1281054983e-12	-0.0292436091678			1.0		
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	-0.0140168218161	-0.676347544535	0.611106903573	0.86500180945	-1.35309812843e-06	-0.733663543955	-0.636278357878	-0.144707050031	-0.646959319074	-0.0698501839219	-0.532523663572	-8.75720399337e-22	-0.912263019086	0.993290877422	0.89942855938	-0.0431024220304		-0.766171408099	-0.776982732976	0.535230979836	-0.813532381146	0.719248263656	-0.56245768861	-1.12259659781e-18	-0.181773888518	-0.661947272182	0.317156453019	0.50003250665	-0.674451879986	-0.380309224877
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Fastidiosipila		-0.0196588085653															0.0564469113199	-0.667152967175												
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Flavonifractor	-0.0691956386582	-0.148008429032	-0.146741933563	-0.731072258254	-2.62356841744e-17	0.692054543737	0.0107069249625	0.926463853491	-0.0796207278887	0.88516176236	-0.674756107342	3.87189657804e-07	0.953311762747	-0.932455476665	0.55112727395	-0.438722627301	0.908228723065	-0.667152967175	0.811792870508	-0.724408719205	0.5096350838	0.581629887454	0.803363997435	-1.83194024238e-07	0.302643560431	0.967348487294	-0.0224569227448	-0.893118822668		
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Gemmiger	-0.137680360098	-0.895566140417	-0.952613935038	0.131358507581	-0.108062645453		-0.566792945696		-8.62520216648e-05	-0.138185102468	-0.0464172269711	2.40319324722e-11	0.461087250775	0.765005656874	-0.0997230594736	-0.0222381012421	0.135056185782	-0.897173911806			0.576332781198	0.331289153733	0.803363997435	2.72565408195e-11	-0.00463286126544				-0.674451879986	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Hydrogenoanaerobacterium		0.574192809695					-0.944012428474		-0.0796207278887	0.896219132046	-0.830593552919	-0.0582966071012	0.839118009089			0.86518399066		-0.667152967175				-0.189568928221		-0.206813285606						
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillibacter	-0.00120677983885	-0.170666449175	-0.731429604286	0.531528537207	-1.40914703028e-17	0.901020228435	0.325884585228	-0.235714089666	-0.00377766388565	0.7810889178	0.82776880828	-2.0495587411e-16	0.912263019086	-0.447524015875	-0.225844081673	-0.353284362926	0.592423301362	-0.897173911806	-0.219268171507	-0.908144330061	0.540471911434	-0.0341453577659	0.932087542405	-3.41375411151e-10	-0.122001200719	-0.967348487294	-0.00797203301993	0.686702744465	-0.147568625253	-0.861167601296
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Papillibacter		0.271317974477			-0.254746762092		-0.602200705651				-0.887069989151				-0.0167030535977							-0.139007561766								
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Pseudoflavonifractor	-0.0199808572784	-0.223005328346	0.36695461211	0.531528537207	0.980845911111	-0.926476070415	0.0971538913055		-0.347213836642	0.981375295239	0.532523663572	-0.105851673524	0.326346203693		-0.00784236473531	-0.348045632569		-0.667152967175	0.860360569863	0.725242222729		-0.0188355576396		0.252355455965		-0.635962540416	-0.0187612400876		-0.878832094469	0.533015049071
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus	-0.0376072520156	0.864513450037	0.258052370671	-0.86500180945	-3.25307904115e-11	0.901020228435	-0.0819443903168	-0.468965557317	-0.0497970336968	-0.456268971516	0.830593552919	-8.70949354153e-24	1.0		-0.00163346666545	-0.0288049984913	0.856868209588	-0.667152967175	0.76453137751	0.724408719205	-0.830185524604	0.893431206362	0.984865382485	-1.05840226364e-18	-0.000714623785143	-0.967348487294	-0.0133629120949	0.867836383615	-0.743403130977	-0.533015049071
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Saccharofermentans		-0.0578291041583										-0.16259952082						-0.667152967175				-0.276372569192		-0.493291681231						
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Sporobacter	-0.665516316746	0.895566140417	-0.555221319851	0.762108353354	-1.27769024028e-14		0.573111599244			-0.539911038368	-0.532523663572	-0.000519894760473	-0.165175096785		-0.0140880028593	-0.0563134671981			-0.84120158632			-0.0142166266813	0.964774822857	0.110430150562	-0.377325414699	0.967348487294	0.167613711838	0.408394431643	-0.674451879986	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum	-0.0140168218161	0.416302888489	0.944874623274	0.856998816185		-0.901020228435	0.393619089223	-0.575232004346	-0.00992064948103	-0.0625854595742	-0.82776880828		1.0		-0.0150700117562	0.192654817861			0.978933085605	0.863001349221		-0.834846805603				-0.967348487294	-0.272603045843		0.837375033822	-0.533015049071
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Syntrophomonadaceae;g__Pelospora							-0.615337207603															-0.587468137577								
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum											-0.82776880828																			
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia	-0.116248071347						-0.826377405239				0.532523663572											0.973047367516								
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium	-0.0949818852026	-0.0159894303051	0.0158693127907	0.531528537207	-0.0163431436072	-0.861614211077	-0.587714577079		0.646959319074		0.0206998315896	-0.165237423972	-1.0		-0.170011816407			0.970875584456	-0.713415282118	0.431535801928		0.329834258825	0.56245768861	-0.0855283997212	0.871023819965	0.967348487294	0.0133629120949	0.912186891836	-0.75745900439	
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_XVIII	0.731941613375	0.0164355247675	-0.555710822431	0.633234365857	0.664855975907	-0.901020228435	0.993555056731	0.508131310838	-0.813782340664		-0.0236457131726	0.753361527061	0.455798818214	0.234151787111	0.644039631745		0.642606874713	0.897173911806	0.219268171507	-0.795242911437	-0.660483227104	-0.854781666921	0.56245768861	0.0354520693885	0.349286319901	-0.967348487294	-0.00234574330065	0.686702744465		
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus	-0.158850694834	-0.936856531139	-0.555221319851		-5.50489984382e-07	0.868195789607	0.837806579189				-0.874246102575	0.00242895697653	0.539141630582		-0.627892045397		0.470178058602	-0.667152967175	-0.713415282118	-0.535184831511		-0.139007561766	0.803363997435	-8.60555400232e-05	-0.283640999332		-0.0441192243039	0.586446870519		
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Eggerthia											-0.82776880828																			
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelothrix		-0.205080949022																												
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelotrichaceae_incertae_sedis	0.665516316746	-0.476011360778	0.030319326519		-0.408002529022	0.901020228435	-0.566792945696	-0.637587428596	0.893340353003		-0.865020045801	0.00803758626449	-1.0	0.475872817858	0.588315517953		0.869740719718	0.897173911806	0.811792870508	-0.724408719205	0.543223301251	-0.441839760345	0.803363997435	0.341059546057	0.234098452775	-0.967348487294	0.356977571344	0.895192536676		
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania	0.116248071347	0.579631189955	-0.119962257278		-7.01442932603e-06	0.733663543955	0.20925909287		-0.0796207278887		-0.839468394666		-1.0		-0.0934400305296			-0.897173911806	-0.713415282118	0.724408719205		0.260133926807			0.710301424411		-0.429390168461			
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium	0.554014482198		0.555221319851				-0.580330017666				0.532523663572		-0.539141630582		0.45182868738						0.954176488923	0.562603460271					0.0902848245522			
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter	0.34190091215	-0.0201831920681	-0.363806877268	0.729868722277	0.526975862749	-0.901020228435	-0.985507728645		0.893340353003	-0.750946114173	-0.80636580683	-7.8491074e-05	-0.945301205496	-0.106651267384	-0.229076640352	-0.486756400128	0.677689672875	-0.897173911806	0.860360569863	-0.703182099323	0.954176488923	0.716156757765		-1.25241938362e-08	0.813189898901	-0.967348487294	-0.0902848245522	0.408394431643	-0.674451879986	
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Acidaminococcus	0.62686053244	0.313090008246	0.144719033637	-0.662461751463	-0.0658539486936	0.901020228435	-0.602200705651		-0.24239821028	-0.539911038368	0.309770920313	-0.533594157673	0.641162165299		0.485434300854	0.347073085595	-0.474358165232	0.667152967175		0.703182099323		0.278408337441	0.803363997435	-0.595375781612	0.634095943568		0.000557239147647	-0.267498091314	0.743403130977	-0.567187287657
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Phascolarctobacterium	0.731941613375	0.669164303281	-0.20551717682	0.836411133596	-0.111726176472	-0.901020228435	0.335105493583	-0.856767015757	-0.0163772631661	-0.847375003277	-0.830593552919	-0.0505080403014	-1.0	-0.308034239619	-0.504768740694	-0.847282966138		-0.679358145123	-0.820579594626	-0.0556000639729	0.813532381146	0.789890835943	0.880364302313	-0.00757918506694	-0.181773888518		-0.000277237085801		0.878832094469	0.533015049071
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Succiniclasticum		0.291022439473			0.522074819233		-0.826377405239			-0.566575686184	0.82776880828	-0.480444968317		-0.985153138749	0.653085255995	-0.497753058025		0.897173911806				-0.973047367516		0.546460199016	0.665207576943		0.559100049108			
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Succinispira													-1.0						-0.650347402905											
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Allisonella	0.0	0.316186993933	0.00673923792398				0.783621071106				-0.969153933685		-0.912263019086		0.790962772758			-0.784888756169		0.937220442999		-0.719248263656					0.391204272439			
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Anaeroglobus	0.62686053244						0.593862682671				0.340708661864				0.790962772758							0.973047367516								
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Anaerovibrio																				0.703182099323						0.967348487294				
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Centipeda	0.62686053244														0.790962772758															
